n,Time,year,month,dayDay,day,Num,Customer,cust_name,Item,ItemCode,ItemCodeSub,Quantity,UnitPrice,Tax,Amount,Des,ReceiptNo,Cost,Profit,Goods
430,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Flat Glass, (25 watt max) Polished Brass, 4 light",AB49,Cole Flat415,4,2.75,8.181818182,90,"71085Cole Home Builders:Phase 1 - Lot 5Flat Glass, (25 watt max) Polished Brass, 4 light",1540,48.49,41.51,"Flat Glass, (25 watt max) Polished Brass, 4 light"
431,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52,Cole Fluo410,4,2.75,1.227272727,13.5,"71085Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1541,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
432,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Fluorescent Lamp, T-5, Bipin",AB53,Cole Fluo411,4,2.75,1.636363636,18,"71085Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-5, Bipin",1542,6,12,"Fluorescent Lamp, T-5, Bipin"
433,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Halogen Lamp, Volts:3.5  Tubular",AB62,Cole Halo412,1,11,0.45,4.95,"71085Cole Home Builders:Phase 1 - Lot 5Halogen Lamp, Volts:3.5  Tubular",1543,2.5,2.45,"Halogen Lamp, Volts:3.5  Tubular"
434,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,Cole Pear402,12,0.916666667,31.09090909,342,"71085Cole Home Builders:Phase 1 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1544,160,182,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
435,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Pendant Bar, Textured White, 50lbs max",AB66,Cole Pend407,5,2.2,2.045454545,22.5,"71085Cole Home Builders:Phase 1 - Lot 5Pendant Bar, Textured White, 50lbs max",1545,10.77,11.73,"Pendant Bar, Textured White, 50lbs max"
436,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty Bulbs, 100 watt (6 pack)",AB74,Cole Spec413,4,2.75,1.8,19.8,"71085Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1546,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
437,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty, Stage & Studio Bulbs  60 watt",AB75,Cole Spec414,4,2.75,4.254545455,46.8,"71085Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1547,20,26.8,"Specialty, Stage & Studio Bulbs  60 watt"
438,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Sunset, Clear Glass, 1-100 watt max.",AB78,Cole Suns403,16,0.6875,11.45454545,126,"71085Cole Home Builders:Phase 1 - Lot 5Sunset, Clear Glass, 1-100 watt max.",1548,70,56,"Sunset, Clear Glass, 1-100 watt max."
439,7/6/2018,2018,6,7,4,71085,Cole Home Builders:Phase 1 - Lot 5,Co8,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",AB82,Cole Tape401,11,1,22.09090909,243,"71085Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1549,90,153,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
685,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,"2032 Series, (3-60 watt, Med) Desert Stone Finish",AB14,Thomp2032499,12,0.916666667,8,88,"71116Thompson Lighting Stores:Store #502032 Series, (3-60 watt, Med) Desert Stone Finish",1795,48,40,"2032 Series, (3-60 watt, Med) Desert Stone Finish"
686,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,"Acid Verde, 10x21x10, 2-60 watt cand.",AB16,ThompAcid496,21,0.523809524,31.63636364,348,"71116Thompson Lighting Stores:Store #50Acid Verde, 10x21x10, 2-60 watt cand.",1796,180,168,"Acid Verde, 10x21x10, 2-60 watt cand."
687,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",AB35,ThompBrus500,26,0.423076923,9.090909091,100,"71116Thompson Lighting Stores:Store #50Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",1797,74,26,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass"
688,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,Burnished Brass (60 watt)  w/Golden Umber Accents,AB37,ThompBurn506,20,0.55,27.27272727,300,71116Thompson Lighting Stores:Store #50Burnished Brass (60 watt)  w/Golden Umber Accents,1798,75,225,Burnished Brass (60 watt)  w/Golden Umber Accents
689,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",AB45,ThompDie 497,5,2.2,24.72727273,272,"71116Thompson Lighting Stores:Store #50Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1799,154.13,117.87,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
690,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,"Domes, White, 59x21x6 5/8 ht, 120v HPF",AB46,ThompDome504,12,0.916666667,12.27272727,135,"71116Thompson Lighting Stores:Store #50Domes, White, 59x21x6 5/8 ht, 120v HPF",1800,57,78,"Domes, White, 59x21x6 5/8 ht, 120v HPF"
691,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,"Flat Glass, (25 watt max) Polished Brass, 4 light",AB49,ThompFlat505,5,2.2,11.36363636,125,"71116Thompson Lighting Stores:Store #50Flat Glass, (25 watt max) Polished Brass, 4 light",1801,60.61,64.39,"Flat Glass, (25 watt max) Polished Brass, 4 light"
692,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,Frosted Taupe (3/60 watt)  Marble Glass,AB55,ThompFros502,12,0.916666667,28.18181818,310,71116Thompson Lighting Stores:Store #50Frosted Taupe (3/60 watt)  Marble Glass,1802,89.21,220.79,Frosted Taupe (3/60 watt)  Marble Glass
693,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,ThompPear507,17,0.647058824,43.18181818,475,"71116Thompson Lighting Stores:Store #50Pearl Nickle, 5 Light, Medium Base (100 watt max)",1803,200,275,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
694,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",AB67,ThompPoli498,8,1.375,21.09090909,232,"71116Thompson Lighting Stores:Store #50Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1804,128,104,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass"
695,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",AB71,ThompRoma503,9,1.222222222,30.90909091,340,"71116Thompson Lighting Stores:Store #50Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",1805,152,188,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)"
696,28/6/2018,2018,6,28,4,71116,Thompson Lighting Stores:Store #50,Th54,Tapestry (8/60 watt)  Faux Alabaster Glass,AB79,ThompTape501,20,0.55,27.27272727,300,71116Thompson Lighting Stores:Store #50Tapestry (8/60 watt)  Faux Alabaster Glass,1806,75,225,Tapestry (8/60 watt)  Faux Alabaster Glass
381,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",AB13,Cole 18x8489,7,1.571428571,10.8,118.8,"71082Cole Home Builders:Phase 1 - Lot 518x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",1491,65.19,53.61,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass"
382,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"2032 Series, (3-60 watt, Med) Desert Stone Finish",AB14,Cole 2032487,8,1.375,5.4,59.4,"71082Cole Home Builders:Phase 1 - Lot 52032 Series, (3-60 watt, Med) Desert Stone Finish",1492,36,23.4,"2032 Series, (3-60 watt, Med) Desert Stone Finish"
383,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"Acid Verde, 10x21x10, 2-60 watt cand.",AB16,Cole Acid482,6,1.833333333,9.490909091,104.4,"71082Cole Home Builders:Phase 1 - Lot 5Acid Verde, 10x21x10, 2-60 watt cand.",1493,60,44.4,"Acid Verde, 10x21x10, 2-60 watt cand."
384,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,Chestnut (3/60 watt)  Marble Glass,AB39,Cole Ches485,9,1.222222222,26.59090909,292.5,71082Cole Home Builders:Phase 1 - Lot 5Chestnut (3/60 watt)  Marble Glass,1494,97.2,195.3,Chestnut (3/60 watt)  Marble Glass
385,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",AB47,Cole Drop491,14,0.785714286,10.30909091,113.4,"71082Cole Home Builders:Phase 1 - Lot 5Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",1495,64.33,49.07,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF"
386,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52,Cole Fluo493,4,2.75,1.227272727,13.5,"71082Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1496,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
387,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty Bulbs, 100 watt (6 pack)",AB74,Cole Spec494,9,1.222222222,4.5,49.5,"71082Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1497,23.75,25.75,"Specialty Bulbs, 100 watt (6 pack)"
388,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty, Stage & Studio Bulbs  60 watt",AB75,Cole Spec495,3,3.666666667,3.190909091,35.1,"71082Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1498,15,20.1,"Specialty, Stage & Studio Bulbs  60 watt"
389,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"Sunset, Clear Glass, 1-100 watt max.",AB78,Cole Suns483,12,0.916666667,8.590909091,94.5,"71082Cole Home Builders:Phase 1 - Lot 5Sunset, Clear Glass, 1-100 watt max.",1499,52.5,42,"Sunset, Clear Glass, 1-100 watt max."
390,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,Tapestry (8/60 watt)  Faux Alabaster Glass,AB79,Cole Tape484,18,0.611111111,24.54545455,270,71082Cole Home Builders:Phase 1 - Lot 5Tapestry (8/60 watt)  Faux Alabaster Glass,1500,75,195,Tapestry (8/60 watt)  Faux Alabaster Glass
391,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",AB82,Cole Tape488,3,3.666666667,7.363636364,81,"71082Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1501,30,51,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
392,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",AB84,Cole Tiff486,2,5.5,16.69090909,183.6,"71082Cole Home Builders:Phase 1 - Lot 5Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",1502,96,87.6,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)"
393,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",AB85,Cole Vero492,4,2.75,12.27272727,135,"71082Cole Home Builders:Phase 1 - Lot 5Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1503,70,65,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
394,15/6/2018,2018,6,15,5,71082,Cole Home Builders:Phase 1 - Lot 5,Co8,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",AB88,Cole Whit490,24,0.458333333,7.854545455,86.4,"71082Cole Home Builders:Phase 1 - Lot 5White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1504,45,41.4,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
746,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",AB22,Kern Blac421,50,0.22,190.9090909,2100,"71128Kern Lighting Warehouse:Store #45Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1856,961.04,1138.96,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
747,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",AB34,Kern Brus423,200,0.055,72.72727273,800,"71128Kern Lighting Warehouse:Store #45Brushed Nickel, (3-60 watt, Med) Ribbed Glass",1857,240,560,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass"
748,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",AB47,Kern Drop419,155,0.070967742,114.5454545,1260,"71128Kern Lighting Warehouse:Store #45Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",1858,643.27,616.73,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF"
749,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52,Kern Fluo417,1350,0.008148148,409.0909091,4500,"71128Kern Lighting Warehouse:Store #45Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1859,1902.88,2597.12,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
750,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Halogen Lamp, 20 watts, Luminous Intensity",AB60,Kern Halo424,20,0.55,10.90909091,120,"71128Kern Lighting Warehouse:Store #45Halogen Lamp, 20 watts, Luminous Intensity",1860,60,60,"Halogen Lamp, 20 watts, Luminous Intensity"
751,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Halogen Lamp, Volts:3.5  Tubular",AB62,Kern Halo425,11,1,5,55,"71128Kern Lighting Warehouse:Store #45Halogen Lamp, Volts:3.5  Tubular",1861,25,30,"Halogen Lamp, Volts:3.5  Tubular"
752,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",AB71,Kern Roma426,57,0.192982456,193.1818182,2125,"71128Kern Lighting Warehouse:Store #45Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",1862,950,1175,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)"
753,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",AB73,Kern Soli422,45,0.244444444,76.36363636,840,"71128Kern Lighting Warehouse:Store #45Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",1863,380,460,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass"
754,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Specialty, Stage & Studio Bulbs  60 watt",AB75,Kern Spec418,75,0.146666667,88.63636364,975,"71128Kern Lighting Warehouse:Store #45Specialty, Stage & Studio Bulbs  60 watt",1864,375,600,"Specialty, Stage & Studio Bulbs  60 watt"
755,10/6/2018,2018,6,10,7,71128,Kern Lighting Warehouse:Store #45,Ke22,"Sunset, Clear Glass, 1-100 watt max.",AB78,Kern Suns420,176,0.0625,127.2727273,1400,"71128Kern Lighting Warehouse:Store #45Sunset, Clear Glass, 1-100 watt max.",1865,700,700,"Sunset, Clear Glass, 1-100 watt max."
292,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Acid Verde, 10x21x10, 2-60 watt cand.",AB16,Cole Acid548,6,1.833333333,9.490909091,104.4,"71076Cole Home Builders:Phase 1 - Lot 5Acid Verde, 10x21x10, 2-60 watt cand.",1402,60,44.4,"Acid Verde, 10x21x10, 2-60 watt cand."
293,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",AB22,Cole Blac550,2,5.5,6.872727273,75.6,"71076Cole Home Builders:Phase 1 - Lot 5Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1403,38.44,37.16,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
294,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",AB27,Cole Bras549,15,0.733333333,19.63636364,216,"71076Cole Home Builders:Phase 1 - Lot 5BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",1404,105,111,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)"
295,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Cand. Light, 20 watts (8 pack)",AB38,Cole Cand553,18,0.611111111,4.581818182,50.4,"71076Cole Home Builders:Phase 1 - Lot 5Cand. Light, 20 watts (8 pack)",1405,24,26.4,"Cand. Light, 20 watts (8 pack)"
296,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,Golden Umber (100 watt)  Six Light Chandelier,AB58,Cole Gold539,30,0.366666667,25.77272727,283.5,71076Cole Home Builders:Phase 1 - Lot 5Golden Umber (100 watt)  Six Light Chandelier,1406,85,198.5,Golden Umber (100 watt)  Six Light Chandelier
297,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,Cole Pear545,6,1.833333333,15.54545455,171,"71076Cole Home Builders:Phase 1 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1407,80,91,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
298,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Pendant Bar, Cobblestone, 50lbs. max",AB65,Cole Pend544,18,0.611111111,4.090909091,45,"71076Cole Home Builders:Phase 1 - Lot 5Pendant Bar, Cobblestone, 50lbs. max",1408,22.74,22.26,"Pendant Bar, Cobblestone, 50lbs. max"
299,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",AB67,Cole Poli541,9,1.222222222,23.72727273,261,"71076Cole Home Builders:Phase 1 - Lot 5Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1409,160,101,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass"
300,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",AB73,Cole Soli547,2,5.5,3.436363636,37.8,"71076Cole Home Builders:Phase 1 - Lot 5Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",1410,19,18.8,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass"
301,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty Bulbs, 100 watt (6 pack)",AB74,Cole Spec552,18,0.611111111,9,99,"71076Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1411,47.5,51.5,"Specialty Bulbs, 100 watt (6 pack)"
302,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty, Stage & Studio Bulbs  60 watt",AB75,Cole Spec551,3,3.666666667,3.190909091,35.1,"71076Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1412,15,20.1,"Specialty, Stage & Studio Bulbs  60 watt"
303,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,Tapestry (8/60 watt)  Faux Alabaster Glass,AB79,Cole Tape540,18,0.611111111,24.54545455,270,71076Cole Home Builders:Phase 1 - Lot 5Tapestry (8/60 watt)  Faux Alabaster Glass,1413,75,195,Tapestry (8/60 watt)  Faux Alabaster Glass
304,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",AB82,Cole Tape542,6,1.833333333,14.72727273,162,"71076Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1414,60,102,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
305,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",AB85,Cole Vero543,8,1.375,24.54545455,270,"71076Cole Home Builders:Phase 1 - Lot 5Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1415,140,130,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
306,16/7/2018,2018,7,16,1,71076,Cole Home Builders:Phase 1 - Lot 5,Co8,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",AB88,Cole Whit546,14,0.785714286,5.236363636,57.6,"71076Cole Home Builders:Phase 1 - Lot 5White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1416,30,27.6,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
673,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,"2032 Series, (3-60 watt, Med) Desert Stone Finish",AB14,Thomp2032557,12,0.916666667,8,88,"71115Thompson Lighting Stores:Store #402032 Series, (3-60 watt, Med) Desert Stone Finish",1783,48,40,"2032 Series, (3-60 watt, Med) Desert Stone Finish"
674,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,"Acid Verde, 10x21x10, 2-60 watt cand.",AB16,ThompAcid554,21,0.523809524,31.63636364,348,"71115Thompson Lighting Stores:Store #40Acid Verde, 10x21x10, 2-60 watt cand.",1784,180,168,"Acid Verde, 10x21x10, 2-60 watt cand."
675,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",AB35,ThompBrus558,26,0.423076923,9.090909091,100,"71115Thompson Lighting Stores:Store #40Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",1785,74,26,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass"
676,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,Burnished Brass (60 watt)  w/Golden Umber Accents,AB37,ThompBurn564,20,0.55,27.27272727,300,71115Thompson Lighting Stores:Store #40Burnished Brass (60 watt)  w/Golden Umber Accents,1786,75,225,Burnished Brass (60 watt)  w/Golden Umber Accents
677,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",AB45,ThompDie 555,5,2.2,24.72727273,272,"71115Thompson Lighting Stores:Store #40Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1787,154.13,117.87,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
678,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,"Domes, White, 59x21x6 5/8 ht, 120v HPF",AB46,ThompDome562,12,0.916666667,12.27272727,135,"71115Thompson Lighting Stores:Store #40Domes, White, 59x21x6 5/8 ht, 120v HPF",1788,57,78,"Domes, White, 59x21x6 5/8 ht, 120v HPF"
679,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,"Flat Glass, (25 watt max) Polished Brass, 4 light",AB49,ThompFlat563,5,2.2,11.36363636,125,"71115Thompson Lighting Stores:Store #40Flat Glass, (25 watt max) Polished Brass, 4 light",1789,60.61,64.39,"Flat Glass, (25 watt max) Polished Brass, 4 light"
680,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,Frosted Taupe (3/60 watt)  Marble Glass,AB55,ThompFros560,12,0.916666667,28.18181818,310,71115Thompson Lighting Stores:Store #40Frosted Taupe (3/60 watt)  Marble Glass,1790,89.21,220.79,Frosted Taupe (3/60 watt)  Marble Glass
681,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,ThompPear565,17,0.647058824,43.18181818,475,"71115Thompson Lighting Stores:Store #40Pearl Nickle, 5 Light, Medium Base (100 watt max)",1791,200,275,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
682,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",AB67,ThompPoli556,8,1.375,21.09090909,232,"71115Thompson Lighting Stores:Store #40Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1792,128,104,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass"
683,16/7/2018,2018,7,16,1,71115,Thompson Lighting Stores:Store #40,Th53,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",AB71,ThompRoma561,9,1.222222222,30.90909091,340,"71115Thompson Lighting Stores:Store #40Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",1793,152,188,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)"
